timestamp_ist,place_id,category,city,capacity,hour,dow,is_weekend,rain,temp,event_attendance_ratio,hours_to_event,event_active,occupancy_ratio
2026-07-01T00:00:00+05:30,z1,public_square,Gurugram,400,0,2,0,0.0,20.9,0.0,65.0,0,0.0075
2026-07-01T00:00:00+05:30,z2,transit_hub,Gurugram,600,0,2,0,0.0,20.9,0.0,17.0,0,0.1564
2026-07-01T00:00:00+05:30,z3,market,Gurugram,900,0,2,0,0.0,20.9,0.0,34.0,0,0.1026
2026-07-01T00:00:00+05:30,z4,food_street,Gurugram,300,0,2,0,0.0,20.9,0.0,15.0,0,0.0324
2026-07-01T00:00:00+05:30,ch01,market,Delhi,2500,0,2,0,0.0,20.9,0.0,44.0,0,0.0974
2026-07-01T00:00:00+05:30,ch02,transit_hub,Delhi,3500,0,2,0,0.0,20.9,0.0,33.0,0,0.1616
2026-07-01T00:00:00+05:30,ch04,public_square,Delhi,2000,0,2,0,0.0,20.9,0.0,87.0,0,0.0666
2026-07-01T00:00:00+05:30,mo03,campus_ground,Delhi,1500,0,2,0,0.0,20.9,0.0,24.0,0,0.0
2026-07-01T00:00:00+05:30,rl01,religious_site,Delhi,4000,0,2,0,0.0,20.9,0.0,77.0,0,0.0343
2026-07-01T00:00:00+05:30,fs01,food_street,Delhi,1200,0,2,0,0.0,20.9,0.0,74.0,0,0.0477
2026-07-01T01:00:00+05:30,z1,public_square,Gurugram,400,1,2,0,0.0,20.4,0.0,64.0,0,0.0063
2026-07-01T01:00:00+05:30,z2,transit_hub,Gurugram,600,1,2,0,0.0,20.4,0.0,16.0,0,0.0339
2026-07-01T01:00:00+05:30,z3,market,Gurugram,900,1,2,0,0.0,20.4,0.0,33.0,0,0.0025
2026-07-01T01:00:00+05:30,z4,food_street,Gurugram,300,1,2,0,0.0,20.4,0.0,14.0,0,0.0445
2026-07-01T01:00:00+05:30,ch01,market,Delhi,2500,1,2,0,0.0,20.4,0.0,43.0,0,0.0402
2026-07-01T01:00:00+05:30,ch02,transit_hub,Delhi,3500,1,2,0,0.0,20.4,0.0,32.0,0,0.0177
2026-07-01T01:00:00+05:30,ch04,public_square,Delhi,2000,1,2,0,0.0,20.4,0.0,86.0,0,0.0041
