timestamp_ist,place_id,category,city,capacity,hour,dow,is_weekend,rain,temp,event_attendance_ratio,hours_to_event,event_active,occupancy_ratio
2026-07-01T00:00:00+05:30,syn001,market,Noida,2552,0,2,0,7.1,23.2,0.0,25.0,0,0.0589
2026-07-01T00:00:00+05:30,syn002,market,Ghaziabad,2757,0,2,0,7.1,23.2,0.0,26.0,0,0.0075
2026-07-01T00:00:00+05:30,syn003,market,Delhi,1472,0,2,0,7.1,23.2,0.0,93.0,0,0.0689
2026-07-01T00:00:00+05:30,syn004,market,Noida,1981,0,2,0,7.1,23.2,0.0,12.0,0,0.0625
2026-07-01T00:00:00+05:30,syn005,market,Noida,1161,0,2,0,7.1,23.2,0.0,99.0,0,0.0067
2026-07-01T00:00:00+05:30,syn006,market,Gurugram,2753,0,2,0,7.1,23.2,0.0,37.0,0,0.0042
2026-07-01T00:00:00+05:30,syn007,market,Delhi,2365,0,2,0,7.1,23.2,0.0,99.0,0,0.0873
2026-07-01T00:00:00+05:30,syn008,market,Noida,2970,0,2,0,7.1,23.2,0.0,31.0,0,0.0768
2026-07-01T00:00:00+05:30,syn009,market,Gurugram,2423,0,2,0,7.1,23.2,0.0,88.0,0,0.0268
2026-07-01T00:00:00+05:30,syn010,market,Faridabad,2841,0,2,0,7.1,23.2,0.0,44.0,0,0.0251
2026-07-01T00:00:00+05:30,syn011,market,Delhi,2930,0,2,0,7.1,23.2,0.0,27.0,0,0.0359
2026-07-01T00:00:00+05:30,syn012,market,Ghaziabad,906,0,2,0,7.1,23.2,0.0,99.0,0,0.0
2026-07-01T00:00:00+05:30,syn013,market,Noida,1927,0,2,0,7.1,23.2,0.0,99.0,0,0.0459
2026-07-01T00:00:00+05:30,syn014,market,Ghaziabad,1785,0,2,0,7.1,23.2,0.0,97.0,0,0.0
2026-07-01T00:00:00+05:30,syn015,market,Gurugram,2660,0,2,0,7.1,23.2,0.0,70.0,0,0.0085
2026-07-01T00:00:00+05:30,syn016,market,Ghaziabad,1632,0,2,0,7.1,23.2,0.0,28.0,0,0.0321
2026-07-01T00:00:00+05:30,syn017,market,Ghaziabad,849,0,2,0,7.1,23.2,0.0,99.0,0,0.0
2026-07-01T00:00:00+05:30,syn018,transit_hub,Ghaziabad,2289,0,2,0,7.1,23.2,0.0,40.0,0,0.1193
2026-07-01T00:00:00+05:30,syn019,transit_hub,Gurugram,1347,0,2,0,7.1,23.2,0.0,99.0,0,0.0
2026-07-01T00:00:00+05:30,syn020,transit_hub,Gurugram,1988,0,2,0,7.1,23.2,0.0,30.0,0,0.0855
2026-07-01T00:00:00+05:30,syn021,transit_hub,Faridabad,1759,0,2,0,7.1,23.2,0.0,22.0,0,0.17
2026-07-01T00:00:00+05:30,syn022,transit_hub,Faridabad,1058,0,2,0,7.1,23.2,0.0,37.0,0,0.131
2026-07-01T00:00:00+05:30,syn023,transit_hub,Gurugram,2275,0,2,0,7.1,23.2,0.0,62.0,0,0.1311
2026-07-01T00:00:00+05:30,syn024,transit_hub,Noida,1299,0,2,0,7.1,23.2,0.0,78.0,0,0.0657
2026-07-01T00:00:00+05:30,syn025,transit_hub,Faridabad,1702,0,2,0,7.1,23.2,0.0,99.0,0,0.1258
2026-07-01T00:00:00+05:30,syn026,transit_hub,Noida,2480,0,2,0,7.1,23.2,0.0,40.0,0,0.1354
2026-07-01T00:00:00+05:30,syn027,transit_hub,Delhi,2235,0,2,0,7.1,23.2,0.0,14.0,0,0.0
2026-07-01T00:00:00+05:30,syn028,transit_hub,Faridabad,1383,0,2,0,7.1,23.2,0.0,52.0,0,0.1529
2026-07-01T00:00:00+05:30,syn029,transit_hub,Faridabad,1030,0,2,0,7.1,23.2,0.0,15.0,0,0.0869
2026-07-01T00:00:00+05:30,syn030,transit_hub,Gurugram,2479,0,2,0,7.1,23.2,0.0,99.0,0,0.1326
2026-07-01T00:00:00+05:30,syn031,transit_hub,Delhi,1121,0,2,0,7.1,23.2,0.0,37.0,0,0.1066
2026-07-01T00:00:00+05:30,syn032,transit_hub,Delhi,957,0,2,0,7.1,23.2,0.0,20.0,0,0.095
2026-07-01T00:00:00+05:30,syn033,transit_hub,Ghaziabad,2106,0,2,0,7.1,23.2,0.0,38.0,0,0.1365
2026-07-01T00:00:00+05:30,syn034,transit_hub,Noida,2110,0,2,0,7.1,23.2,0.0,12.0,0,0.0
2026-07-01T00:00:00+05:30,syn035,religious_site,Gurugram,1489,0,2,0,7.1,23.2,0.0,78.0,0,0.0629
2026-07-01T00:00:00+05:30,syn036,religious_site,Noida,1383,0,2,0,7.1,23.2,0.0,22.0,0,0.0
2026-07-01T00:00:00+05:30,syn037,religious_site,Noida,1484,0,2,0,7.1,23.2,0.0,50.0,0,0.0267
2026-07-01T00:00:00+05:30,syn038,religious_site,Ghaziabad,3183,0,2,0,7.1,23.2,0.0,23.0,0,0.0
2026-07-01T00:00:00+05:30,syn039,religious_site,Gurugram,2480,0,2,0,7.1,23.2,0.0,89.0,0,0.0035
2026-07-01T00:00:00+05:30,syn040,religious_site,Noida,1754,0,2,0,7.1,23.2,0.0,31.0,0,0.0404
2026-07-01T00:00:00+05:30,syn041,religious_site,Noida,1857,0,2,0,7.1,23.2,0.0,29.0,0,0.0629
2026-07-01T00:00:00+05:30,syn042,religious_site,Faridabad,2959,0,2,0,7.1,23.2,0.0,12.0,0,0.0205
2026-07-01T00:00:00+05:30,syn043,religious_site,Noida,3326,0,2,0,7.1,23.2,0.0,50.0,0,0.0272
2026-07-01T00:00:00+05:30,syn044,religious_site,Ghaziabad,1053,0,2,0,7.1,23.2,0.0,56.0,0,0.0223
2026-07-01T00:00:00+05:30,syn045,religious_site,Gurugram,1191,0,2,0,7.1,23.2,0.0,99.0,0,0.0
2026-07-01T00:00:00+05:30,syn046,religious_site,Faridabad,1037,0,2,0,7.1,23.2,0.0,51.0,0,0.0047
2026-07-01T00:00:00+05:30,syn047,religious_site,Noida,3050,0,2,0,7.1,23.2,0.0,42.0,0,0.0013
2026-07-01T00:00:00+05:30,syn048,religious_site,Delhi,1012,0,2,0,7.1,23.2,0.0,19.0,0,0.0526
2026-07-01T00:00:00+05:30,syn049,religious_site,Faridabad,1728,0,2,0,7.1,23.2,0.0,99.0,0,0.0435
2026-07-01T00:00:00+05:30,syn050,religious_site,Faridabad,2607,0,2,0,7.1,23.2,0.0,50.0,0,0.0
2026-07-01T00:00:00+05:30,syn051,religious_site,Ghaziabad,3622,0,2,0,7.1,23.2,0.0,89.0,0,0.0239
2026-07-01T00:00:00+05:30,syn052,campus_ground,Faridabad,2608,0,2,0,7.1,23.2,0.0,41.0,0,0.0122
2026-07-01T00:00:00+05:30,syn053,campus_ground,Noida,3312,0,2,0,7.1,23.2,0.0,18.0,0,0.0
2026-07-01T00:00:00+05:30,syn054,campus_ground,Delhi,7973,0,2,0,7.1,23.2,0.0,26.0,0,0.0393
2026-07-01T00:00:00+05:30,syn055,campus_ground,Faridabad,7115,0,2,0,7.1,23.2,0.0,22.0,0,0.0427
2026-07-01T00:00:00+05:30,syn056,campus_ground,Delhi,4238,0,2,0,7.1,23.2,0.0,14.0,0,0.0332
2026-07-01T00:00:00+05:30,syn057,campus_ground,Delhi,4949,0,2,0,7.1,23.2,0.0,36.0,0,0.0
2026-07-01T00:00:00+05:30,syn058,campus_ground,Gurugram,5414,0,2,0,7.1,23.2,0.0,17.0,0,0.004
2026-07-01T00:00:00+05:30,syn059,campus_ground,Ghaziabad,6368,0,2,0,7.1,23.2,0.0,40.0,0,0.0289
2026-07-01T00:00:00+05:30,syn060,campus_ground,Ghaziabad,2149,0,2,0,7.1,23.2,0.0,69.0,0,0.045
2026-07-01T00:00:00+05:30,syn061,campus_ground,Noida,5695,0,2,0,7.1,23.2,0.0,87.0,0,0.0103
2026-07-01T00:00:00+05:30,syn062,campus_ground,Ghaziabad,3868,0,2,0,7.1,23.2,0.0,59.0,0,0.0138
2026-07-01T00:00:00+05:30,syn063,campus_ground,Gurugram,2719,0,2,0,7.1,23.2,0.0,20.0,0,0.0
2026-07-01T00:00:00+05:30,syn064,campus_ground,Noida,7483,0,2,0,7.1,23.2,0.0,45.0,0,0.0
2026-07-01T00:00:00+05:30,syn065,campus_ground,Gurugram,5545,0,2,0,7.1,23.2,0.0,23.0,0,0.0452
2026-07-01T00:00:00+05:30,syn066,campus_ground,Ghaziabad,7446,0,2,0,7.1,23.2,0.0,25.0,0,0.0578
2026-07-01T00:00:00+05:30,syn067,campus_ground,Gurugram,7553,0,2,0,7.1,23.2,0.0,62.0,0,0.0197
2026-07-01T00:00:00+05:30,syn068,campus_ground,Gurugram,5148,0,2,0,7.1,23.2,0.0,50.0,0,0.0372
